,name,price,size,cpu_com,cpu_gen,cpu_type,cpu,core,OS,pixel,display,ram_type,ram,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
61,LG전자 2021 울트라PC 13U70P-GR36K,"818,140",33.78cm(13.3인치),AMD,라이젠3-3세대,르누아르,4300U (2.7GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),IPS,광시야각,슬림형 베젤,DDR4,8GB,SSD,128GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키,배터리,51Wh
62,레노버 게이밍 3 15ARH R5 ZEN W10,"1,117,990",39.6cm(15.6인치),AMD,라이젠5-3세대,르누아르,4600H (3.0GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),120Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650,VRAM:4GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0
63,ASUS TUF Gaming A17 FA706IU-H7179,"1,899,000",43.94cm(17.3인치),AMD,라이젠9-3세대,르누아르,4900H (3.3GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,45%,120Hz,눈부심방지,DDR4,16GB,M.2(NVMe),1TB,GTX1660 Ti,VRAM:6GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI 2.0,웹캠(HD),USB 3.1 Type-C,USB 3.0,USB 2.0
64,레노버 아이디어패드 Slim3-14ARE R3,"449,000",35.6cm(14인치),AMD,라이젠3-3세대,르누아르,4300U (2.7GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠,USB 3.0,USB 2.0,ㅡ형 방향키,배터리,35Wh,두께
65,레노버 LEGION 5 Pro 16ACH R7 STORM 3070,"2,199,000",40.6cm(16인치),AMD,라이젠7-4세대,세잔,5800H (3.2GHz),옥타코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),NTSC,72%,sRGB,100%,500nit,165Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6)
66,ASUS 젠북 듀오 UX482EG-KA099T,"1,899,000",35.6cm(14인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,100%,400nit,눈부심방지,슬림형 베젤,터치스크린,16GB,M.2(NVMe),1TB,VRAM:2GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.1,키보드 라이트,MIL-STD
67,ASUS ROG 제피러스 G14 GA401IV-HA037,"1,849,000",35.56cm(14인치),AMD,라이젠9-3세대,르누아르,4900HS (3.3GHz),옥타코어,운영체제(OS),미포함(프리도스),2560x1440(QHD),NTSC,72%,300nit,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),1TB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트
68,MSI 모던시리즈 모던14 B10MW-i5 블루 스톤,"635,190",35.56cm(14인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB 3.1 Type-C,USB 2.0,키보드 라이트,ㅗ형 방향키,배터리,52Wh
69,LG전자 2021 그램16 16ZD90P-GX5LK,"1,606,890",40.6cm(16인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,16GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
70,MSI GF시리즈 GF65 Thin 9SEXR,"1,168,990",39.62cm(15.6인치),인텔,코어i7-9세대,커피레이크-R,i7-9750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0
71,LG전자 2021 그램16 16Z90P-G.AR5MK,"1,611,990",40.6cm(16인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
72,한성컴퓨터 TFG7577XGW,"2,279,000",43.94cm(17.3인치),AMD,라이젠7-4세대,세잔,5800H (3.2GHz),옥타코어,운영체제(OS),윈도우10,2560x1440(QHD),NTSC,72%,sRGB,100%,300nit,165Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),500GB,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6)
73,삼성전자 갤럭시북 플렉스2 NT930QDZ-A58AZ,"1,516,390",33.7cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1130G7 (1.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,터치스크린,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),웹캠(HD),USB Type-C,UFS,키보드 라이트,지문 인식,TPM,고속충전,전용 펜 지원
74,APPLE 2020 맥북프로13 MYD92KH/A,"1,734,990",33.78cm(13.3인치),옥타코어,운영체제(OS),2560x1600(WQXGA),DCI-P3,지원,500nit,IPS,트루톤,8GB,SSD,512GB,802.11ax(Wi-Fi 6),웹캠(HD),썬더볼트3,2개,USB 3.1 Type-C,지문 인식,USB-PD,ㅗ형 방향키,배터리,58.2Wh,두께,15.6mm,무게,1.4kg
75,ASUS 비보북 S533FA-BQ027 WIN10,"1,290,000",39.62cm(15.6인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,45%,250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),1TB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0,키보드 라이트
76,ASUS 비보북 S533FA-BQ027,"1,190,000",39.62cm(15.6인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,45%,250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),1TB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,USB 2.0,키보드 라이트
77,HP 오멘 15-en1027AX,"2,060,000",39.6cm(15.6인치),AMD,라이젠7-4세대,세잔,5800H (3.2GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,mini DP
78,LG전자 2021 그램16 16Z90P-GA5IK,"1,779,000",40.6cm(16인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,16GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
79,LG전자 2021 그램17 17ZD90P-GX50K,"1,557,670",43.1cm(17인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
80,APPLE 2020 맥북에어 MGN93KH/A,"1,185,940",33.78cm(13.3인치),옥타코어,운영체제(OS),2560x1600(WQXGA),DCI-P3,지원,400nit,IPS,트루톤,8GB,SSD,256GB,802.11ax(Wi-Fi 6),웹캠(HD),썬더볼트3,2개,USB 3.1 Type-C,지문 인식,USB-PD,ㅗ형 방향키,배터리,49.9Wh,두께,16.1mm,무게,1.29kg
81,ACER Swift3 SF314-42 R7 씬스틸러,"899,000",35.56cm(14인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),리눅스,1920x1080(FHD),IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI 2.1,웹캠(HD),USB 3.1 Type-C,USB 3.0,USB 2.0,키보드 라이트,지문 인식,고속충전
82,ASUS ROG 제피러스 G15 GA503QM-HQ023,일시품절,39.62cm(15.6인치),AMD,라이젠7-4세대,세잔,5800HS (2.8GHz),옥타코어,운영체제(OS),미포함(프리도스),2560x1440(QHD),DCI-P3,100%,300nit,165Hz,눈부심방지,DDR4,16GB,M.2(NVMe),512GB,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.1,키보드 라이트,고속충전
83,MSI GF시리즈 GF75 Thin 10UEK-i5,"1,369,240",43.94cm(17.3인치),인텔,코어i5-10세대,코멧레이크,i5-10300H (2.5GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,MAX-Q,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
84,삼성전자 갤럭시북 이온2 NT930XDZ-A38AW,"1,173,760",33.7cm(13.3인치),인텔,코어i3-11세대,타이거레이크,i3-1115G4 (3.0GHz),듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,UFS,키보드 라이트,지문 인식,TPM,고속충전
85,ASUS ROG Flow X13 GV301QH-K6004T,일시품절,34.03cm(13.4인치),AMD,라이젠7-4세대,세잔,5800HS (2.8GHz),옥타코어,운영체제(OS),윈도우10,1920x1200(WUXGA),300nit,120Hz,눈부심방지,터치스크린,16GB,M.2(NVMe),512GB,GTX1650,VRAM:4GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB 3.1 Type-C,USB 3.1,키보드 라이트,고속충전,전용 펜 지원
86,LG전자 2021 그램16 16ZD90P-GX7BK,"1,725,000",40.6cm(16인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
87,삼성전자 갤럭시북S NT767XCL-KLTE,"1,199,000",33.7cm(13.3인치),인텔,코어i5-10세대,운영체제(OS),윈도우10,1920x1080(FHD),600nit,광시야각,슬림형 베젤,터치스크린,8GB,eUFS,512GB,802.11ax(Wi-Fi 6),4G LTE,웹캠,USB Type-C,키보드 라이트,TPM,ㅡ형 방향키,배터리,42Wh,두께,11.8mm,무게,950g
88,MSI GP시리즈 GP66 Leopard 10UE,"1,699,000",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10870H (2.2GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.0,RGB 라이트
89,LG전자 그램360 16TD90P-GX50K,"1,731,350",40.6cm(16인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),웹캠(HD),USB 3.0,UFS,키보드 라이트,MIL-STD,지문 인식,전용 펜 지원,USB-PD
90,레노버 아이디어패드 SLIM3-17IIL 5D,"741,070",43.94cm(17.3인치),인텔,코어i5-10세대,아이스레이크,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB 3.0,USB 2.0,ㅡ형 방향키,숫자 키패드(4열),배터리,42Wh
91,ASUS 젠북 UX425EA-BM117,"1,800,000",35.56cm(14인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,슬림형 베젤,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0,키보드 라이트,MIL-STD,얼굴 인식,고속충전,USB-PD,ㅗ형 방향키,배터리
92,ASUS ROG 제피러스 G14 GA401IV-HE110T,일시품절,35.56cm(14인치),AMD,라이젠7-3세대,르누아르,4800HS (2.9GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,120Hz,눈부심방지,DDR4,16GB,M.2(NVMe),512GB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트
93,ASUS ROG 제피러스 G14 GA401IV-HE122T,"1,839,000",35.56cm(14인치),AMD,라이젠7-3세대,르누아르,4800HS (2.9GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,120Hz,눈부심방지,DDR4,16GB,M.2(NVMe),512GB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트
94,레노버 요가6 13ARE R7 EPIC,"1,148,850",33.7cm(13인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),웹캠(HD),USB Type-C,USB 3.0,키보드 라이트,지문 인식,고속충전
95,LG전자 2021 그램17 17ZD90P-GX50K WIN10,"1,559,730",43.1cm(17인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
96,HP 파빌리온 게이밍 15-ec1057AX 16GB램,"1,003,200",39.62cm(15.6인치),AMD,라이젠5-3세대,르누아르,4600H (3.0GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI
97,ASUS ROG 제피러스 G14 GA401IV-HA120T,"1,978,000",35.56cm(14인치),AMD,라이젠9-3세대,르누아르,4900HS (3.3GHz),옥타코어,운영체제(OS),윈도우10,2560x1440(QHD),NTSC,72%,300nit,눈부심방지,DDR4,16GB,M.2(NVMe),1TB,RTX2060,MAX-Q,VRAM:6GB,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.1 Type-C,USB 3.0,키보드 라이트,USB-PD
98,MSI 크리에이터 17 A10SE HDR,"1,648,990",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),3840x2160(4K UHD),DCI-P3,100%,1180nit,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3
99,HP 15s-du1061TU,"390,520",39.62cm(15.6인치),인텔,펜티엄 골드,코멧레이크,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),VA,광시야각,슬림형 베젤,DDR4,4GB,M.2(SATA),128GB,유선랜,802.11ac(Wi-Fi 5),HDMI,USB Type-C,USB 3.0,지문 인식,TPM,고속충전,ㅡ형 방향키,숫자 키패드(4열),두께
100,ASUS TUF Dash F15 FX516PR-AZ019,"1,899,000",39.62cm(15.6인치),인텔,코어i7-11세대,타이거레이크,쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),sRGB,100%,300nit,240Hz,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),1TB,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,USB 3.0,키보드 라이트,MIL-STD,USB-PD
101,MSI GF시리즈 GF63 Thin 10SC-i5,"879,880",39.62cm(15.6인치),인텔,코어i5-10세대,코멧레이크,i5-10300H (2.5GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1650,MAX-Q,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
102,레노버 아이디어패드 Slim5-15ARE R5,"679,000",39.62cm(15.6인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,키보드 라이트,고속충전,USB-PD
103,GIGABYTE AORUS 5 MB i5 E,"978,590",39.6cm(15.6인치),인텔,코어i5-10세대,코멧레이크,i5-10200H (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),144Hz,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,mini DP,웹캠(HD),USB 3.1 Type-C,USB 3.1,USB 3.0,USB 2.0
104,Razer BLADE 15 Advanced 10Gen R3080 QHD,"3,748,800",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10875H (2.3GHz),옥타코어,운영체제(OS),윈도우10,2560x1440(QHD),sRGB,95%,240Hz,슬림형 베젤,DDR4,32GB,M.2(NVMe),1TB,VRAM:8GB,802.11ax(Wi-Fi 6),HDMI 2.1,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,RGB 라이트
105,LG전자 2021 그램16 16Z90P-GA76K,"2,202,420",40.6cm(16인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),DCI-P3,99%,IPS,광시야각,슬림형 베젤,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,UFS,키보드 라이트,MIL-STD,USB-PD,ㅗ형 방향키
106,ASUS 비보북 플립 TM420UA-EC055T,"1,196,510",35.56cm(14인치),AMD,라이젠7-4세대,루시엔,5700U (1.8GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,광시야각,슬림형 베젤,터치스크린,DDR4,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.1,USB 2.0,키보드 라이트,지문 인식,전용 펜 지원
107,LG전자 2020 그램15 15Z995-L.AR2MK,"939,900",39.6cm(15.6인치),인텔,펜티엄 골드,코멧레이크,듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,키보드 라이트,MIL-STD
108,레노버 요가 Slim7 Pro 14ARH R7,"1,320,600",35.6cm(14인치),AMD,라이젠7-3세대,르누아르,4800H (2.9GHz),옥타코어,운영체제(OS),미포함(프리도스),2240x1400,300nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),웹캠(HD),USB 3.1 Type-C,USB 3.0,키보드 라이트,고속충전,USB-PD,ㅡ형 방향키
109,레노버 아이디어패드 L3-15IML 81Y30052KR,"449,240",39.6cm(15.6인치),인텔,펜티엄 골드,코멧레이크,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,고속충전,ㅡ형 방향키,숫자 키패드(4열)
110,MSI GF시리즈 GF75 Thin 10UEK-i7 WIN10 32GB램,"1,815,990",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),512GB,MAX-Q,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
111,ASUS D515DA-BQ270,"399,000",39.62cm(15.6인치),AMD,라이젠3-2세대,피카소,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),광시야각,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,지문 인식,ㅗ형 방향키,숫자 키패드(3열),배터리,37Wh,두께
112,한성컴퓨터 TFG5577XGW,"2,179,000",39.62cm(15.6인치),AMD,라이젠7-4세대,세잔,5800H (3.2GHz),옥타코어,운영체제(OS),윈도우10,2560x1440(QHD),NTSC,72%,sRGB,100%,300nit,165Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),500GB,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6)
113,LG전자 2021 울트라PC 13UD70P-GX50K,"974,910",33.78cm(13.3인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키,배터리,51Wh
114,HP 15s-eq1043AU,"424,750",39.62cm(15.6인치),AMD,라이젠3-2세대,피카소,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),250nit,광시야각,눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,고속충전,숫자 키패드(4열),두께,17.99mm,무게
115,ASUS X415MA-EK168,"297,450",35.56cm(14인치),인텔,셀러론,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,UHD 600,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,지문 인식,ㅗ형 방향키,배터리,37Wh,두께,19.9mm
116,MSI GF시리즈 GF75 Thin 10SCXR 파워팩 WIN10,"1,205,190",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1650,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0
117,Razer BLADE PRO 17 10Gen R3060 QHD,"3,089,250",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10875H (2.3GHz),옥타코어,운영체제(OS),윈도우10,2560x1440(QHD),sRGB,100%,165Hz,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,VRAM:6GB,기가비트 유선랜,HDMI 2.1,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1
118,ASUS X415MA-EK169,"297,310",35.56cm(14인치),인텔,셀러론,듀얼코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,4GB,M.2(NVMe),256GB,UHD 600,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,지문 인식,ㅗ형 방향키,배터리,37Wh,두께,19.9mm
119,한성컴퓨터 TFX5470UCW,"969,000",39.62cm(15.6인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,sRGB,100%,300nit,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),500GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C
120,MSI GT시리즈 GT76 Titan DT 10SGS 4K WIN10,"4,899,000",43.94cm(17.3인치),인텔,코어i9-10세대,코멧레이크,i9-10900K (3.7GHz),운영체제(OS),윈도우10 프로,3840x2160(4K UHD),Adobe RGB,100%,400nit,120Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),1TB,HDD,1TB,RTX2080 SUPER,VRAM:8GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI
121,LG전자 2021 울트라PC 15UD50P-KX70K 16GB램,"1,212,250",39.6cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),IPS,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.0,ㅗ형 방향키,숫자 키패드(3열),배터리,51Wh,두께
